"";"index";"all_text";"vuln"
"5778";"11503";"staging ozwpan prevent overflow in oz_cdev_write we need to check count so we don t overflow the ei data buffer reported by nico golde nico ngolde de reported by fabian yamaguchi fabs goesec de signed off by dan carpenter dan carpenter oracle com cc stable kernel org signed off by linus torvalds torvalds linux foundation org";"good"
"5779";"12998";"ticket 1484648";"good"
"5780";"4351";"merge pull request 107 from jenkinsci cert security 406 security 406 prevent user creation via get user whatever";"bad"
"5781";"707";"blacklist phar extension";"bad"
"5782";"11454";"fixed not to show dicts on menu when they do not exit";"good"
"5783";"11846";"alsa control handle numid overflow each control get automatically assigned it numids when the control is created the allocation is done by incrementing the numid by the amount of allocated numids per allocation this mean that excessive creation and destruction of control e g via sndrv_ctl_ioctl_elem_add remove can cause the id to eventually overflow currently when this happens for the control that caused the overflow kctl id numid kctl count will also over flow causing it to be smaller than kctl id numid most of the code assumes that this is something that can not happen so we need to make sure that it won t happen signed off by lars peter clausen lars metafoo de acked by jaroslav kysela perex perex cz cc stable vger kernel org signed off by takashi iwai tiwai suse de";"good"
"5784";"8043";"fix 14342 mc_issue_api function do not perform read only check various soap function in mc_issue_api php did not perform check to ensure that read only issue are unmodifiable";"good"
"5785";"3498";"openfortivpn version 1 12 0";"bad"
"5786";"471";"cve 2019 16216 fix mime type validation whitelist a small number of image type to be served a non attachment serve the file using the type that we validated rather than relying on an independent guess to match this issue can lead to a stored x security vulnerability for older browser that don t support content security policy it primarily affect server using zulip s local file uploads backend for server running ubuntu 16 04 xenial or newer the legacy local file upload backend for now eol ubuntu 14 04 trusty wa not affected and it ha limited impact for the s3 upload backend which us an unprivileged s3 bucket domain to serve file this wa fixed in master via 780ecb672b9324ba879056240089e14539cda6e4 signed off by anders kaseorg anders zulipchat com";"bad"
"5787";"5092";"inet prevent leakage of uninitialized memory to user in recv syscalls only update addr_len when we actually fill in sockaddr otherwise we can return uninitialized memory from the stack to the caller in the recvfrom recvmmsg and recvmsg syscalls drop the the addr_len null check because we only get called with a valid addr_len pointer either from sock_common_recvmsg or inet_recvmsg if a blocking read wait on a socket which is concurrently shut down we now return zero and set msg_msgnamelen to 0 reported by mpb mpb mail gmail com suggested by eric dumazet eric dumazet gmail com signed off by hannes frederic sowa hannes stressinduktion org signed off by david s miller davem davemloft net";"bad"
"5788";"4805";"random make crypto random atfork set last_reseed none cve 2013 1445 summary in pycrypto before v2 6 1 the crypto random pseudo random number generator prng exhibit a race condition that may cause it to generate the same random output in multiple process that are forked from each other depending on the application this could reveal sensitive information or cryptographic key to remote attacker an application may be affected if within 100 millisecond it performs the following step which may be summarized a read fork read read 1 read from the crypto random prng causing an internal reseed 2 fork the process and invoke crypto random atfork in the child 3 read from the crypto random prng again in at least two different process parent and child or multiple child only application that invoke crypto random atfork and perform the above step are affected by this issue other application are unaffected note some pycrypto function such a key generation and pkcs 1 related function implicitly read from the crypto random prng technical detail crypto random us fortuna 1 to generate random number the flow of entropy look something like this dev urandom accumulator generator output other source entropy pool aes ctr the accumulator maintains several pool that collect entropy from the environment the generator is a deterministic prng that is reseeded by the accumulator reseeding normally occurs during each request for random number but never more than once every 100 m the minimum reseed interval when a process is forked the parent s state is duplicated in the child in order to continue using the prng the child process must invoke crypto random atfork which collect new entropy from dev urandom and add it to the accumulator when new prng output is subsequently requested some of the new entropy in the accumulator is used to reseed the generator causing the output of the child to diverge from it parent however in previous version of pycrypto crypto random atfork did not explicitly reset the child s rate limiter so if the child requested prng output before the minimum reseed interval of 100 m had elapsed it would generate it output using state inherited from it parent this created a race condition between the parent process and it forked child that could cause them to produce identical prng output for the duration of the 100 m minimum reseed interval demonstration here is some sample code that illustrates the problem from binascii import hexlify import multiprocessing pprint time import crypto random def task_main arg a crypto random get_random_bytes 8 time sleep 0 1 b crypto random get_random_bytes 8 rdy ack arg rdy set ack wait return s s hexlify a decode hexlify b decode n_procs 4 manager multiprocessing manager rdys manager event for i in range n_procs acks manager event for i in range n_procs crypto random get_random_bytes 1 pool multiprocessing pool process n_procs initializer crypto random atfork res_async pool map_async task_main zip rdys acks pool close rdy wait for rdy in rdys ack set for ack in acks re res_async get pprint pprint sorted re pool join the output should be random but it looked like this c607803ae01aa8c0 2e4de6457a304b34 c607803ae01aa8c0 af80d08942b4c987 c607803ae01aa8c0 b0e4c0853de927c4 c607803ae01aa8c0 f0362585b3fceba4 solution the solution is to upgrade to pycrypto v2 6 1 or later which properly reset the rate limiter when crypto random atfork is invoked in the child reference 1 n ferguson and b schneier _practical cryptography_ indianapolis wiley 2003 pp 155 184";"bad"
"5789";"1405";"fix a cross site scripting vulnerability reported by vulnerability research laboratory alexander fuchs f0x23 brought to our attention by te taipo";"bad"
"5790";"11860";"translated using weblate slovenian currently translated at 100 0 2768 of 2768";"good"
"5791";"11938";"fix zero size buffer exploit cve 2012 4564 in ppm2tiff";"good"
"5792";"4586";"ipv6 avoid overflow of offset in ip6_find_1stfragopt in some case offset can overflow and can cause an infinite loop in ip6_find_1stfragopt make it unsigned int to prevent the overflow and cap it at ipv6_maxplen since packet larger than that should be invalid this problem ha been here since before the beginning of git history signed off by sabrina dubroca sd queasysnail net acked by hannes frederic sowa hannes stressinduktion org signed off by david s miller davem davemloft net";"bad"
